etablissement_gestionnaire_siret;etablissement_gestionnaire_adresse;etablissement_gestionnaire_code_postal;etablissement_gestionnaire_code_insee;etablissement_formateur_siret;etablissement_formateur_adresse;etablissement_formateur_code_postal;etablissement_formateur_code_insee;etablissement_lieu_formation_adresse;etablissement_lieu_formation_code_postal;etablissement_lieu_formation_code_insee;cfd;rncp_code;debut_sessions
77864848500077;;;;77864848500077;;;;19 RUE DES CARRIERES;58180;58160;50023115;1151;2020
77864848500077;;;;77864848500077;;;;19 RUE DES CARRIERES;58180;58160;50023115;1151;2021
81312598600022;;;;81312598600022;;;;19 RUE DES CARRIERES;58180;58160;50023115;1151;2020
81312598600022;;;;81312598600022;;;;19 RUE DES CARRIERES;58180;58160;50023115;1151;2021
77864848500077;;;;77864848500069;;;;19 RUE DES CARRIERES;58180;58160;50023327;;2021
38138762000044;;;;38138762000044;;;;19 RUE MAURICE RAVEL;25200;25388;44633524;28573;2020
38138762000044;;;;38138762000044;;;;19 RUE MAURICE RAVEL;25200;25388;44633524;28573;2020
18250023100028;;;;19700011000019;;;;2 PLACE DU GENERAL BOICHUT;70100;70279;40025214;19117;2020
18250023100028;;;;19700011000019;;;;2 PLACE DU GENERAL BOICHUT;70100;70279;40025214;19117;2021
18250023100028;;;;19700011000019;;;;2 PLACE DU GENERAL BOICHUT;70100;70279;40025216;19117;2020
18250023100028;;;;19700011000019;;;;2 PLACE DU GENERAL BOICHUT;70100;70279;40025216;19117;2021
18250023100028;;;;19700011000019;;;;2 PLACE DU GENERAL BOICHUT;70100;70279;40025408;5859;2020
18250023100028;;;;19700011000019;;;;2 PLACE DU GENERAL BOICHUT;70100;70279;40025408;5859;2021
18250023100028;;;;19700011000019;;;;2 PLACE DU GENERAL BOICHUT;70100;70279;40031107;16770;2020
18250023100028;;;;19700011000019;;;;2 PLACE DU GENERAL BOICHUT;70100;70279;40031107;16770;2021
18210026300041;;;;18210026300041;;;;2 PLACE SAINT-GERMAIN;89000;89024;40030001;14695;2020
18210026300041;;;;18210026300041;;;;2 PLACE SAINT-GERMAIN;89000;89024;40030001;14695;2021
19211237300589;;;;19211237300589;;;;2 RUE CLAUDE LADREY BP 27877;21000;21231;25021022;29762;2020
19211237300589;;;;19211237300589;;;;2 RUE CLAUDE LADREY BP 27877;21000;21231;2503123H;30055;2020
18210026300041;;;;18210026300041;;;;2 RUE DE LA LOGE;71450;71040;1025123;880;2020
18210026300041;;;;18210026300041;;;;2 RUE DE LA LOGE;71450;71040;40025510;25353;2020
18210026300041;;;;18210026300041;;;;2 RUE DE LA LOGE;71450;71040;40025510;25353;2021
18210026300041;;;;18210026300041;;;;2 RUE DE LA LOGE;71450;71040;40034304;14893;2020
18210026300041;;;;18210026300041;;;;2 RUE DE LA LOGE;71450;71040;40034304;14893;2021
18210026300041;;;;18210026300041;;;;2 RUE DE LA LOGE;71450;71040;50034307;24655;2020
18210026300041;;;;18210026300041;;;;2 RUE DE LA LOGE;71450;71040;50034307;24655;2021
18210026300041;;;;18210026300041;;;;2 RUE DU 19 MARS 1962;71250;71137;32020008;4617;2020
18210026300041;;;;18210026300041;;;;2 RUE DU 19 MARS 1962;71250;71137;32020008;4617;2021
42412236400039;;;;42412236400039;;;;2 RUE DU CHATEAU;21800;21171;56T22102;31838;2020
42412236400039;;;;42412236400039;;;;2 RUE DU CHATEAU;21800;21171;56T22102;31838;2021
42412236400039;;;;42412236400039;;;;2 RUE DU CHATEAU;21800;21171;56T25002;5919;2020
42412236400039;;;;42412236400039;;;;2 RUE DU CHATEAU;21800;21171;56T25002;5919;2021
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;;18989;2021
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;40025006;2832;2020
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;40025006;2832;2021
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;40025106;420;2020
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;40025106;420;2021
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;40125101;5629;2020
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;40125101;5629;2021
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;50022362;31722;2020
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;50022362;31722;2021
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;50025137;5365;2020
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;50025137;5365;2021
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;40122316;;2020
18250023100028;;;;19250037900016;;;;2 RUE DU DOCTEUR SAUZE;25500;25411;40122316;;2021
79850793500038;;;;77567227233851;;;;2 RUE DU GOLF;21800;21515;56033102;4495;2020
79850793500038;;;;77567227233851;;;;2 RUE DU GOLF;21800;21515;56033102;4495;2021
79850793500038;;;;77567227233851;;;;2 RUE DU GOLF;21800;21515;56033103;4496;2020
79850793500038;;;;77567227233851;;;;2 RUE DU GOLF;21800;21515;56033103;4496;2021
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;;2514;2020
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;;2514;2021
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;26033202;34825;2020
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;26033202;34825;2021
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;26033203;34827;2020
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;26033203;34827;2021
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;26033204;34828;2020
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;26033204;34828;2021
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;26033205;34824;2020
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;26033205;34824;2021
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;46033202;492;2020
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;46033202;492;2021
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;56033205;25467;2020
79850793500038;;;;41047508100015;;;;2 RUE DU PROFESSEUR MARION;21000;21231;56033205;25467;2021
40350234700012;;;;40350234700012;;;;2 RUE LEOPOLD ALIXANT;39330;39370;;1805;2020
13002341900018;;;;13002341900018;;;;2 RUE PORTE DES PRES 03 85 32 09 73;71250;71137;;34491;2020
13002341900018;;;;13002341900018;;;;2 RUE PORTE DES PRES 03 85 32 09 73;71250;71137;56X33501;13638;2020
39992626000031;;;;39992626000031;;;;2 RUE PORTE DES PRES 03 85 32 09 73;71250;71137;33633502;4863;2021
39992626000031;;;;39992626000031;;;;2 RUE PORTE DES PRES 03 85 32 09 73;71250;71137;44633508;1937;2020
39992626000031;;;;39992626000031;;;;2 RUE PORTE DES PRES 03 85 32 09 73;71250;71137;44633508;1937;2021
53534758700011;;;;53534758700011;;;;2 RUE PORTE DES PRES 03 85 32 09 73;71250;71137;33633502;4863;2020
18210026300041;;;;18210026300041;;;;20 BOULEVARD VOLTAIRE BP 27529;21000;21231;32022710;20807;2020
18210026300041;;;;18210026300041;;;;20 BOULEVARD VOLTAIRE BP 27529;21000;21231;32022710;20807;2021
18210026300041;;;;18210026300041;;;;20 BOULEVARD VOLTAIRE BP 27529;21000;21231;40022704;4434;2020
18210026300041;;;;18210026300041;;;;20 BOULEVARD VOLTAIRE BP 27529;21000;21231;40022704;4434;2021
18210026300041;;;;18210026300041;;;;20 BOULEVARD VOLTAIRE BP 27529;21000;21231;40025409;7140;2020
18210026300041;;;;18210026300041;;;;20 BOULEVARD VOLTAIRE BP 27529;21000;21231;40025409;7140;2021
18210026300041;;;;18210026300041;;;;20 BOULEVARD VOLTAIRE BP 27529;21000;21231;40025509;4088;2021
18210026300041;;;;18210026300041;;;;20 BOULEVARD VOLTAIRE BP 27529;21000;21231;32025011;;2020
18210026300041;;;;18210026300041;;;;20 BOULEVARD VOLTAIRE BP 27529;21000;21231;32025011;;2021
30701517200017;;;;30701517200017;;;;20 RUE DES GRANGES;25300;25462;46T33406;32350;2020
30701517200017;;;;30701517200017;;;;20 RUE DES GRANGES;25300;25462;50033204;28048;2020
30701517200017;;;;30701517200017;;;;20 RUE DES GRANGES;25300;25462;56T33001;4821;2020
30701517200017;;;;30701517200017;;;;20 RUE DES GRANGES;25300;25462;32033426;;2020
30701517200017;;;;30701517200017;;;;20 RUE DES GRANGES;25300;25462;91299901;;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;;25483;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;;34000;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;16X31007;20659;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;16X31310;28026;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;26X31217;13596;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;26X31218;34768;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;26X31302;34479;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;26X31516;13599;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;26X31517;34250;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;32031212;34030;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;32031213;34031;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;32031309;14922;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;32031311;4922;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;36X32402;26733;2020
42021942000031;;;;42021942000031;;;;20 RUE GAMBETTA;25000;25056;46X32402;28152;2020
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;32321401;17218;2020
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;32321401;17218;2021
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;40321004;29267;2020
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;40321004;29267;2021
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;40321211;14032;2020
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;40321211;14032;2021
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;40321405;31691;2020
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;40321405;31691;2021
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;45321007;29257;2020
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;45321007;29257;2021
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;46321404;2270;2020
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;46321404;2270;2021
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;50321130;25306;2020
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;50321130;25306;2021
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;50321237;25929;2020
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;50321237;25929;2021
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;50321405;24928;2020
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;50321405;24928;2021
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;55321001;5833;2020
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;55321001;5833;2021
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;55321401;15156;2020
19211135900019;;;;19211135900019;;;;21 BOULEVARD OLIVIER DE SERRES BP 42;21800;21515;55321401;15156;2021
80526633500027;;;;80526633500027;;;;21 GRANDE RUE;39110;39103;;18989;2020
80526633500027;;;;80526633500027;;;;21 GRANDE RUE;39110;39103;;18989;2021
80526633500027;;;;80526633500027;;;;21 GRANDE RUE;39110;39103;46T25101;24806;2020
80526633500027;;;;80526633500027;;;;21 GRANDE RUE;39110;39103;46T25101;24806;2021
80526633500027;;;;80526633500027;;;;21 GRANDE RUE;39110;39103;56T25101;4964;2020
80526633500027;;;;80526633500027;;;;21 GRANDE RUE;39110;39103;56T25101;4964;2021
80526633500027;;;;80526633500027;;;;21 GRANDE RUE;39110;39103;56T25102;4965;2020
80526633500027;;;;80526633500027;;;;21 GRANDE RUE;39110;39103;56T25102;4965;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;1022108;2444;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;1022108;2444;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;1022110;6895;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;1022110;6895;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;1033605;29025;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;1033605;29025;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;40025214;19117;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;40025214;19117;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;40031202;759;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;40031213;32208;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;40031214;32259;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;45022109;23592;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;45022109;23592;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;45022110;26612;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;45022110;26612;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;45031206;4551;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;45031206;4551;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;45033608;12281;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;45033608;12281;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;46M2520E;6904;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;46M2520E;6904;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50022130;538;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50022130;538;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50022135;6993;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50022135;6993;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50022136;5226;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50022136;5226;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50022137;18704;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50022137;18704;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50022139;26650;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50022139;26650;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50025218;19118;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50025218;19118;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50025221;29656;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50025221;29656;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50025223;29638;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50025433;4933;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50025433;4933;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50025434;4935;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50025434;4935;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50031215;541;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50031216;1179;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50031223;31293;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50031223;31293;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50031224;34947;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50033412;31096;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50033412;31096;2021
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50033610;5364;2020
31277330200020;;;;31277330200020;;;;21 RUE DES CARRIERES;58180;58160;50033616;34670;2021
18210026300041;;;;18210026300041;;;;22 RUE DAUBENTON;21000;21231;32031408;31059;2020
18210026300041;;;;18210026300041;;;;22 RUE DAUBENTON;21000;21231;32031408;31059;2021
18210026300041;;;;18210026300041;;;;22 RUE FAIDHERBE;89000;89024;32033424;;2020
80526633500027;;;;80526633500027;;;;22 RUE GENERAL LECLEC;39300;39097;;18989;2020
80526633500027;;;;80526633500027;;;;22 RUE GENERAL LECLEC;39300;39097;;18989;2021
80526633500027;;;;80526633500027;;;;22 RUE GENERAL LECLEC;39300;39097;46T25101;24806;2020
80526633500027;;;;80526633500027;;;;22 RUE GENERAL LECLEC;39300;39097;46T25101;24806;2021
80526633500027;;;;80526633500027;;;;22 RUE GENERAL LECLEC;39300;39097;56T25101;4964;2020
80526633500027;;;;80526633500027;;;;22 RUE GENERAL LECLEC;39300;39097;56T25101;4964;2021
80526633500027;;;;80526633500027;;;;22 RUE GENERAL LECLEC;39300;39097;56T25102;4965;2020
80526633500027;;;;80526633500027;;;;22 RUE GENERAL LECLEC;39300;39097;56T25102;4965;2021
39445451600029;;;;77834093500015;;;;22 RUE JEANNE D'ARC;25300;25462;32321013;15615;2020
39445451600029;;;;77834093500015;;;;22 RUE JEANNE D'ARC;25300;25462;32321013;15615;2020
39445451600029;;;;77834093500015;;;;22 RUE JEANNE D'ARC;25300;25462;32321013;15615;2020
39445451600029;;;;77834093500015;;;;22 RUE JEANNE D'ARC;25300;25462;32321013;15615;2021
39445451600029;;;;77834093500015;;;;22 RUE JEANNE D'ARC;25300;25462;32321013;15615;2021
39445451600029;;;;77834093500015;;;;22 RUE JEANNE D'ARC;25300;25462;32321013;15615;2021
39445451600029;;;;77834093500015;;;;22 RUE JEANNE D'ARC;25300;25462;40031202;759;2020
39445451600029;;;;77834093500015;;;;22 RUE JEANNE D'ARC;25300;25462;40031202;759;2021
39445451600029;;;;77834093500015;;;;22 RUE JEANNE D'ARC;25300;25462;40322107;13939;2020
39445451600029;;;;77834093500015;;;;22 RUE JEANNE D'ARC;25300;25462;40322107;13939;2021
77572257201083;;;;77572257201083;;;;22B RUE DU CAP VERT;21800;21515;;28176;2021
77572257201083;;;;77572257201083;;;;22B RUE DU CAP VERT;21800;21515;;34759;2021
77572257201083;;;;77572257201083;;;;22B RUE DU CAP VERT;21800;21515;;34943;2021
77572257201083;;;;77572257201083;;;;22B RUE DU CAP VERT;21800;21515;16N32606;11554;2021
77572257201083;;;;77572257201083;;;;22B RUE DU CAP VERT;21800;21515;26C32604;14506;2021
77572257201083;;;;77572257201083;;;;22B RUE DU CAP VERT;21800;21515;26X20004;16325;2021
77572257201083;;;;77572257201083;;;;22B RUE DU CAP VERT;21800;21515;36X20001;14291;2021
77572257201083;;;;77572257201083;;;;22B RUE DU CAP VERT;21800;21515;36X32601;34602;2021
37932670500066;;;;37932670500041;;;;23 ROUTE DE LONS;39570;39251;32025010;;2020
37932670500066;;;;37932670500041;;;;23 ROUTE DE LONS;39570;39251;32025010;;2021
37932670500066;;;;37932670500041;;;;23 ROUTE DE LONS;39570;39251;32025415;7364;2020
37932670500066;;;;37932670500041;;;;23 ROUTE DE LONS;39570;39251;32025415;7364;2021
37932670500066;;;;37932670500041;;;;23 ROUTE DE LONS;39570;39251;40025007;3632;2020
37932670500066;;;;37932670500041;;;;23 ROUTE DE LONS;39570;39251;40025007;3632;2021
37932670500066;;;;37932670500041;;;;23 ROUTE DE LONS;39570;39251;40025411;29885;2020
37932670500066;;;;37932670500041;;;;23 ROUTE DE LONS;39570;39251;40025411;29885;2021
37932670500066;;;;37932670500041;;;;23 ROUTE DE LONS;39570;39251;46T25402;9695;2020
37932670500066;;;;37932670500041;;;;23 ROUTE DE LONS;39570;39251;46T25402;9695;2021
37932670500066;;;;37932670500041;;;;23 ROUTE DE LONS;39570;39251;50025437;27468;2020
37932670500066;;;;37932670500041;;;;23 ROUTE DE LONS;39570;39251;50025437;27468;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;1022105;6981;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;1022105;6981;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;1022108;2444;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;1022110;6895;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;1022110;6895;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;32031409;32360;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;40025214;19117;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;40025214;19117;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;40031202;759;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;40031202;759;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;45022108;13856;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;45022108;13856;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;45022109;23592;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;45022109;23592;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;45033407;23588;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;45033407;23588;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;45033608;12281;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;45033608;12281;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50022130;538;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50022130;538;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50022135;6993;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50022135;6993;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50022137;18704;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50022137;18704;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50022139;26650;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50022139;26650;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50022141;5226;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50022141;5226;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50025218;19118;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50025218;19118;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50025433;4933;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50025433;4933;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50025434;4935;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50025434;4935;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50031214;684;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50031214;684;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50031215;541;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50031215;541;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50031216;1179;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50031216;1179;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50033412;31096;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50033412;31096;2021
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50033610;5364;2020
13002607300093;;;;13002607300093;;;;23 ROUTE DE LONS-LE-SAUNIER;39570;39251;50033610;5364;2021
39992626000031;;;;39992626000031;;;;24 RUE ARAGO;25300;25462;36T31203;34079;2020
39992626000031;;;;39992626000031;;;;24 RUE ARAGO;25300;25462;36T31203;34079;2021
39992626000031;;;;39992626000031;;;;24 RUE ARAGO;25300;25462;44633513;4521;2020
39992626000031;;;;39992626000031;;;;24 RUE ARAGO;25300;25462;44633513;4521;2020
