UAI;COMMUNE;ACADEMIE;MINISTERE;TYPE_ETABLISSEMENT;MNEMONIQUE_FORMATION_ACCUEIL;CODE_SPECIALITE_FORMATION_ACCUEIL;LIBELLE_FORMATION_ACCUEIL_BAN;CODE_FORMATION_ACCUEIL_BAN;CODE_COMMUNE_INSEE;CODE_POSTAL
0332709R ; BLANQUEFORT CEDEX          ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  AP303                             ;  APPRENTIS. 1CAP2A MET. AGRIC. PR.ANIMALE ;  AFFECTATION                ;  33056              ;  33294
0332709R ; BLANQUEFORT CEDEX          ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  AP305                             ;  APPRENTIS. 1CAP2A MET. AGRI. PR.VEGET.GC ;  AFFECTATION                ;  33056              ;  33294
0332709R ; BLANQUEFORT CEDEX          ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  AP308                             ;  APPRENTIS. 1CAP2A PALEFRENIER SOIGNEUR   ;  AFFECTATION                ;  33056              ;  33294
0332709R ; BLANQUEFORT CEDEX          ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  AP309                             ;  APPRENTIS. 1CAP2A SERV. PERS.VTE ESP.RUR ;  AFFECTATION                ;  33056              ;  33294
0332709R ; BLANQUEFORT CEDEX          ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  AP400                             ;  APPRENTIS. 2DPROA AMENAGEMENTS PAYSAGERS ;  AFFECTATION                ;  33056              ;  33294
0332709R ; BLANQUEFORT CEDEX          ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  AP401                             ;  APPRENTIS. 2DPROA CD.GES. ENT.VITIVINIC. ;  AFFECTATION                ;  33056              ;  33294
0332813D ; BORDEAUX CEDEX             ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP003                             ;  APPRENTIS. 1CAP2 PROD.SERV.RESTAURATIONS ;  AFFECTATION                ;  33063              ;  33049
0332813D ; BORDEAUX CEDEX             ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP016                             ;  APPRENTIS. 1CAP2 COM.SERV.HOTEL-CAFE-RES ;  AFFECTATION                ;  33063              ;  33049
0332813D ; BORDEAUX CEDEX             ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP027                             ;  APPRENTIS. 1CAP2 CUISINE                 ;  AFFECTATION                ;  33063              ;  33049
0332813D ; BORDEAUX CEDEX             ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP080                             ;  APPRENTIS. 1CAP2 EQUIP. POLYVAL. COMMERC ;  AFFECTATION                ;  33063              ;  33049
0332813D ; BORDEAUX CEDEX             ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP500                             ;  APPRENTIS. 2NDPRO METIERS DE L'ACCUEIL   ;  AFFECTATION                ;  33063              ;  33049
0332813D ; BORDEAUX CEDEX             ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP506                             ;  APPRENTIS. 2NDPRO MET COMMERC VENTE OP A ;  AFFECTATION                ;  33063              ;  33049
0332813D ; BORDEAUX CEDEX             ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP535                             ;  APPRENTIS. 2NDPRO MET COMMERC VENTE OP B ;  AFFECTATION                ;  33063              ;  33049
0332814E ; BRUGES CEDEX               ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP063                             ;  APPRENTIS. 1CAP2 REAL.IND.CHAUDRON SOUD  ;  AFFECTATION                ;  33075              ;  33523
0332814E ; BRUGES CEDEX               ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP501                             ;  APPRENTIS. 2NDPRO AERONAUTIQUE STRUCTURE ;  AFFECTATION                ;  33075              ;  33523
0332814E ; BRUGES CEDEX               ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP502                             ;  APPRENTIS. 2NDPRO AERONAUTIQUE SYSTEMES  ;  AFFECTATION                ;  33075              ;  33523
0332814E ; BRUGES CEDEX               ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP515                             ;  APPRENTIS. 2NDPRO MAINT.SYST.PROD.CONNEC ;  AFFECTATION                ;  33075              ;  33523
0332814E ; BRUGES CEDEX               ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP519                             ;  APPRENTIS. 2NDPRO PILOTE LIGNE PRODUCT.  ;  AFFECTATION                ;  33075              ;  33523
0332814E ; BRUGES CEDEX               ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP531                             ;  APPRENTIS. 2NDPRO TECHN. CHAUDRON. INDUS ;  AFFECTATION                ;  33075              ;  33523
0332832Z ; LORMONT CEDEX              ; BORDEAUX                                 ; Education Nationale ; LYCEE                                    ;  2NDPRO                       ;  AP522                             ;  APPRENTIS. 2NDPRO REAL.PR.IMPR.PL. GRAPH ;  AFFECTATION                ;  33249              ;  33305
0332832Z ; LORMONT CEDEX              ; BORDEAUX                                 ; Education Nationale ; LYCEE                                    ;  2NDPRO                       ;  AP523                             ;  APPRENTIS. 2NDPRO REAL.PR.IMPR.PL. IMPR. ;  AFFECTATION                ;  33249              ;  33305
0332882D ; BORDEAUX CEDEX             ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP010                             ;  APPRENTIS. 1CAP2 BOULANGER               ;  AFFECTATION                ;  33063              ;  33001
0332882D ; BORDEAUX CEDEX             ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP056                             ;  APPRENTIS. 1CAP2 PATISSIER               ;  AFFECTATION                ;  33063              ;  33001
0332882D ; BORDEAUX CEDEX             ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP057                             ;  APPRENTIS. 1CAP2 PEINTRE-APPLICAT. REVET ;  AFFECTATION                ;  33063              ;  33001
0332882D ; BORDEAUX CEDEX             ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP518                             ;  APPRENTIS. 2NDPRO MET. ELEC. ENV.CONNECT ;  AFFECTATION                ;  33063              ;  33001
0333000G ; PESSAC                     ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP002                             ;  APPRENTIS. 1CAP2 AGENT PROPRETE HYGIENE  ;  AFFECTATION                ;  33318              ;  33600
0333000G ; PESSAC                     ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP510                             ;  APPRENTIS. 2NDPRO HYGIENE, PROPR, STERIL ;  AFFECTATION                ;  33318              ;  33600
0333130Y ; ARTIGUES PRES BORDEAUX     ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP062                             ;  APPRENTIS. 1CAP2 PROPRETE ENV.URB.COLL.  ;  AFFECTATION                ;  33013              ;  33370
0333131Z ; REIGNAC                    ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP080                             ;  APPRENTIS. 1CAP2 EQUIP. POLYVAL. COMMERC ;  AFFECTATION                ;  33351              ;  33860
0333131Z ; REIGNAC                    ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP506                             ;  APPRENTIS. 2NDPRO MET COMMERC VENTE OP A ;  AFFECTATION                ;  33351              ;  33860
0333131Z ; REIGNAC                    ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP535                             ;  APPRENTIS. 2NDPRO MET COMMERC VENTE OP B ;  AFFECTATION                ;  33351              ;  33860
0333142L ; LAMOTHE LANDERRON          ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP013                             ;  APPRENTIS. 1CAP2 CHARPENTIER BOIS        ;  AFFECTATION                ;  33221              ;  33190
0333142L ; LAMOTHE LANDERRON          ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP038                             ;  APPRENTIS. 1CAP2 MACON                   ;  AFFECTATION                ;  33221              ;  33190
0333142L ; LAMOTHE LANDERRON          ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP068                             ;  APPRENTIS. 1CAP2 TAILLEUR DE PIERRE      ;  AFFECTATION                ;  33221              ;  33190
0333165L ; FLOIRAC                    ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP055                             ;  APPRENTIS. 1CAP2 OPERAT. LOGISTIQUE      ;  AFFECTATION                ;  33167              ;  33270
0333206F ; REIGNAC                    ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP063                             ;  APPRENTIS. 1CAP2 REAL.IND.CHAUDRON SOUD  ;  AFFECTATION                ;  33351              ;  33860
0333206F ; REIGNAC                    ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP515                             ;  APPRENTIS. 2NDPRO MAINT.SYST.PROD.CONNEC ;  AFFECTATION                ;  33351              ;  33860
0333206F ; REIGNAC                    ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP531                             ;  APPRENTIS. 2NDPRO TECHN. CHAUDRON. INDUS ;  AFFECTATION                ;  33351              ;  33860
0339999P ; BORDEAUX CEDEX             ; BORDEAUX                                 ; Education Nationale ; SERVICES DEPARTEMENTAUX DE L'EN          ;  APPR                         ;                                    ;  APPRENTISSAGE                            ;  AFFECTATION                ;  33063              ;  33060
0400007R ; DAX CEDEX                  ; BORDEAUX                                 ; Education Nationale ; LYCEE                                    ;  1CAP2                        ;  AP016                             ;  APPRENTIS. 1CAP2 COM.SERV.HOTEL-CAFE-RES ;  AFFECTATION                ;  40088              ;  40107
0400007R ; DAX CEDEX                  ; BORDEAUX                                 ; Education Nationale ; LYCEE                                    ;  1CAP2                        ;  AP027                             ;  APPRENTIS. 1CAP2 CUISINE                 ;  AFFECTATION                ;  40088              ;  40107
0400019D ; MONT DE MARSAN             ; BORDEAUX                                 ; Education Nationale ; LYCEE PROFESSIONNEL                      ;  2NDPRO                       ;  AP514                             ;  APPRENTIS. 2NDPRO MAINT.VEHIC. TRSP.ROUT ;  AFFECTATION                ;  40192              ;  40000
0400097N ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; LYCEE PROFESSIONNEL                      ;  1CAP2                        ;  AP019                             ;  APPRENTIS. 1CAP2 COND.-OPERATEUR SCIERIE ;  AFFECTATION                ;  40197              ;  40110
0400097N ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; LYCEE PROFESSIONNEL                      ;  1CAP2                        ;  AP035                             ;  APPRENTIS. 1CAP2 INSTALL. FROID COND.AIR ;  AFFECTATION                ;  40197              ;  40110
0400097N ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; LYCEE PROFESSIONNEL                      ;  1CAP2                        ;  AP047                             ;  APPRENTIS. 1CAP2 MECAN. CONDUCT. SCIERIE ;  AFFECTATION                ;  40197              ;  40110
0400097N ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; LYCEE PROFESSIONNEL                      ;  1CAP2                        ;  AP059                             ;  APPRENTIS. 1CAP2 MET. PLATRE ISOLATION   ;  AFFECTATION                ;  40197              ;  40110
0400097N ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; LYCEE PROFESSIONNEL                      ;  2NDPRO                       ;  AP515                             ;  APPRENTIS. 2NDPRO MAINT.SYST.PROD.CONNEC ;  AFFECTATION                ;  40197              ;  40110
0400097N ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; LYCEE PROFESSIONNEL                      ;  2NDPRO                       ;  AP519                             ;  APPRENTIS. 2NDPRO PILOTE LIGNE PRODUCT.  ;  AFFECTATION                ;  40197              ;  40110
0400097N ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; LYCEE PROFESSIONNEL                      ;  2NDPRO                       ;  AP529                             ;  APPRENTIS. 2NDPRO TECHNICIEN DE SCIERIE  ;  AFFECTATION                ;  40197              ;  40110
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP009                             ;  APPRENTIS. 1CAP2 BOUCHER                 ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP010                             ;  APPRENTIS. 1CAP2 BOULANGER               ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP012                             ;  APPRENTIS. 1CAP2 CHARCUTIER-TRAITEUR     ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP015                             ;  APPRENTIS. 1CAP2 METIERS DE LA COIFFURE  ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP032                             ;  APPRENTIS. 1CAP2 ESTH. COSMET. PARFUM.   ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP034                             ;  APPRENTIS. 1CAP2 FLEURISTE               ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP041                             ;  APPRENTIS. 1CAP2 MAINT.MATERIELS ES.VRTS ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP042                             ;  APPRENTIS. 1CAP2 MAINT.VEHIC.VOIT. PART. ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP056                             ;  APPRENTIS. 1CAP2 PATISSIER               ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP065                             ;  APPRENTIS. 1CAP2 REPARATION CARROSSERIES ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP069                             ;  APPRENTIS. 1CAP2 TAPISS. AMEUBLEM. DECOR ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP070                             ;  APPRENTIS. 1CAP2 TAPISS. AMEUBLEM. SIEGE ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP072                             ;  APPRENTIS. 1CAP2 VENDEUR-MAG. PIEC. AUTO ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP075                             ;  APPRENTIS. 1CAP2 PRIMEUR                 ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP080                             ;  APPRENTIS. 1CAP2 EQUIP. POLYVAL. COMMERC ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP506                             ;  APPRENTIS. 2NDPRO MET COMMERC VENTE OP A ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP512                             ;  APPRENTIS. 2NDPRO MAINT.MATER ESP. VERTS ;  AFFECTATION                ;  40192              ;  40003
0400100S ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP513                             ;  APPRENTIS. 2NDPRO MAINT.VEHIC. VOIT.PART ;  AFFECTATION                ;  40192              ;  40003
0400751Z ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP011                             ;  APPRENTIS. 1CAP2 CARRELEUR MOSAISTE      ;  AFFECTATION                ;  40197              ;  40110
0400751Z ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP013                             ;  APPRENTIS. 1CAP2 CHARPENTIER BOIS        ;  AFFECTATION                ;  40197              ;  40110
0400751Z ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP036                             ;  APPRENTIS. 1CAP2 MONTEUR INST.SANITAIRES ;  AFFECTATION                ;  40197              ;  40110
0400751Z ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP038                             ;  APPRENTIS. 1CAP2 MACON                   ;  AFFECTATION                ;  40197              ;  40110
0400751Z ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP045                             ;  APPRENTIS. 1CAP2 MAINT. BAT. COLLECTIVIT ;  AFFECTATION                ;  40197              ;  40110
0400751Z ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP049                             ;  APPRENTIS. 1CAP2 MENUIS FABR MEN.MOB.AGC ;  AFFECTATION                ;  40197              ;  40110
0400751Z ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP050                             ;  APPRENTIS. 1CAP2 MENUISIER INSTALLATEUR  ;  AFFECTATION                ;  40197              ;  40110
0400751Z ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP057                             ;  APPRENTIS. 1CAP2 PEINTRE-APPLICAT. REVET ;  AFFECTATION                ;  40197              ;  40110
0400751Z ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP061                             ;  APPRENTIS. 1CAP2 ELECTRICIEN             ;  AFFECTATION                ;  40197              ;  40110
0400751Z ; MORCENX LA NOUVELLE        ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP518                             ;  APPRENTIS. 2NDPRO MET. ELEC. ENV.CONNECT ;  AFFECTATION                ;  40197              ;  40110
0400786M ; MONT DE MARSAN             ; BORDEAUX                                 ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  1CAP2A                       ;  AP302                             ;  APPRENTIS. 1CAP2A LAD CAVALIER ENTRAINEM ;  AFFECTATION                ;  40192              ;  40000
0400800C ; OEYRELUY                   ; BORDEAUX                                 ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  1CAP2                        ;  AP080                             ;  APPRENTIS. 1CAP2 EQUIP. POLYVAL. COMMERC ;  AFFECTATION                ;  40207              ;  40180
0400803F ; AIRE SUR L ADOUR           ; BORDEAUX                                 ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  2DPROA                       ;  AP402                             ;  APPRENTIS. 2DPROA CGEA GRANDES CULTURES  ;  AFFECTATION                ;  40001              ;  40800
0400898J ; OEYRELUY                   ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP039                             ;  APPRENTIS. 1CAP2 MAINT.MATERIELS AGRICOL ;  AFFECTATION                ;  40207              ;  40180
0400898J ; OEYRELUY                   ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  AP301                             ;  APPRENTIS. 1CAP2A JARDINIER PAYSAGISTE   ;  AFFECTATION                ;  40207              ;  40180
0400898J ; OEYRELUY                   ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  AP303                             ;  APPRENTIS. 1CAP2A MET. AGRIC. PR.ANIMALE ;  AFFECTATION                ;  40207              ;  40180
0400898J ; OEYRELUY                   ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  AP304                             ;  APPRENTIS. 1CAP2A MET. AGRI. PR.VEG.ARBO ;  AFFECTATION                ;  40207              ;  40180
0400898J ; OEYRELUY                   ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  AP305                             ;  APPRENTIS. 1CAP2A MET. AGRI. PR.VEGET.GC ;  AFFECTATION                ;  40207              ;  40180
0400898J ; OEYRELUY                   ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  AP400                             ;  APPRENTIS. 2DPROA AMENAGEMENTS PAYSAGERS ;  AFFECTATION                ;  40207              ;  40180
0400918F ; SABRES                     ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  AP300                             ;  APPRENTIS. 1CAP2A TRAVAUX FORESTIERS     ;  AFFECTATION                ;  40246              ;  40630
0400918F ; SABRES                     ; BORDEAUX                                 ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  AP405                             ;  APPRENTIS. 2DPROA FORET                  ;  AFFECTATION                ;  40246              ;  40630
0401007C ; SEYRESSE                   ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP063                             ;  APPRENTIS. 1CAP2 REAL.IND.CHAUDRON SOUD  ;  AFFECTATION                ;  40300              ;  40180
0401007C ; SEYRESSE                   ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP515                             ;  APPRENTIS. 2NDPRO MAINT.SYST.PROD.CONNEC ;  AFFECTATION                ;  40300              ;  40180
0401007C ; SEYRESSE                   ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP519                             ;  APPRENTIS. 2NDPRO PILOTE LIGNE PRODUCT.  ;  AFFECTATION                ;  40300              ;  40180
0401007C ; SEYRESSE                   ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP531                             ;  APPRENTIS. 2NDPRO TECHN. CHAUDRON. INDUS ;  AFFECTATION                ;  40300              ;  40180
0409999B ; MONT DE MARSAN CEDEX       ; BORDEAUX                                 ; Education Nationale ; SERVICES DEPARTEMENTAUX DE L'EN          ;  APPR                         ;                                    ;  APPRENTISSAGE                            ;  AFFECTATION                ;  40192              ;  40012
0470015L ; CLAIRAC                    ; BORDEAUX                                 ; Education Nationale ; LYCEE PROFESSIONNEL                      ;  1CAP2                        ;  AP018                             ;  APPRENTIS. 1CAP2 COND. D'ENGINS TP CARR. ;  AFFECTATION                ;  47065              ;  47320
0470015L ; CLAIRAC                    ; BORDEAUX                                 ; Education Nationale ; LYCEE PROFESSIONNEL                      ;  1CAP2                        ;  AP041                             ;  APPRENTIS. 1CAP2 MAINT.MATERIELS ES.VRTS ;  AFFECTATION                ;  47065              ;  47320
0470019R ; STE LIVRADE SUR LOT        ; BORDEAUX                                 ; Agriculture         ; LYCEE                                    ;  1BPA2                        ;  AP390                             ;  APPRENTIS. 1BPA2 TRAVX COND.ENT. ENG.AGR ;  AFFECTATION                ;  47252              ;  47110
0470019R ; STE LIVRADE SUR LOT        ; BORDEAUX                                 ; Agriculture         ; LYCEE                                    ;  1CAP2A                       ;  AP303                             ;  APPRENTIS. 1CAP2A MET. AGRIC. PR.ANIMALE ;  AFFECTATION                ;  47252              ;  47110
0470019R ; STE LIVRADE SUR LOT        ; BORDEAUX                                 ; Agriculture         ; LYCEE                                    ;  1CAP2A                       ;  AP304                             ;  APPRENTIS. 1CAP2A MET. AGRI. PR.VEG.ARBO ;  AFFECTATION                ;  47252              ;  47110
0470019R ; STE LIVRADE SUR LOT        ; BORDEAUX                                 ; Agriculture         ; LYCEE                                    ;  1CAP2A                       ;  AP305                             ;  APPRENTIS. 1CAP2A MET. AGRI. PR.VEGET.GC ;  AFFECTATION                ;  47252              ;  47110
0470019R ; STE LIVRADE SUR LOT        ; BORDEAUX                                 ; Agriculture         ; LYCEE                                    ;  2DPROA                       ;  AP402                             ;  APPRENTIS. 2DPROA CGEA GRANDES CULTURES  ;  AFFECTATION                ;  47252              ;  47110
0470019R ; STE LIVRADE SUR LOT        ; BORDEAUX                                 ; Agriculture         ; LYCEE                                    ;  2DPROA                       ;  AP403                             ;  APPRENTIS. 2DPROA CGEA POLYCULT. ELEVAGE ;  AFFECTATION                ;  47252              ;  47110
0470019R ; STE LIVRADE SUR LOT        ; BORDEAUX                                 ; Agriculture         ; LYCEE                                    ;  2NDPRO                       ;  AP503                             ;  APPRENTIS. 2NDPRO AGROEQUIPEMENT         ;  AFFECTATION                ;  47252              ;  47110
